knf_00557_01097230618	ಪರ್ವತಗಳು ವಾಯುವಿಗನುಗುಣವಾಗಿ ಕಂಪಿಸುವುವು.
knf_00557_00470699635	ಅಂಗುತ್ತರವೆಂದರೆ ಇನ್ನೊಂದು ಅಂಗವೆಂದರ್ಥ.
knf_05820_01182827519	ಸ್ವೀಕರಣಾ ವಿಭಾಗವು ಅಸ್ತವ್ಯಸ್ತಗೊಂಡಿರಬಹುದಾದ ಸಾಧ್ಯತೆಗಳಿವೆ
knf_00557_00809438582	ಸ್ತನಿಗಳ ಅಂಡದಲ್ಲಿ ಭಂಡಾರ ಎಲ್ಲೆಡೆ ಸಮವಾಗಿ ಹರಡಿದೆ.
knf_09696_00852683520	ಪ್ರತಿವರ್ಷ ಮಾರ್ಚ್ ತಿಂಗಳ ಹೊತ್ತಿಗೆ ಸುಮಾರು 2.6 ದಶಲಕ್ಷ ಚದುರ ಕಿಲೋಮೀಟರ್ ಗಳಷ್ಟು  ಹಿಮರಾಶಿ ಬೆಳೆಯುವುದು
knf_00001_00614367301	ಅಂದಿನಿಂದ ಇದು ಅತ್ಯಗತ್ಯವಾಗಿದೆ.
knf_09696_01475912597	ಅದಲ್ಲದೇ ವಿಮಲಾ ಕಾಲೇಜಿನಿಂದ ಪದವಿ ಶಿಕ್ಷಣ ಪಡೆದುಕೊಂಡರು.
knf_03467_01087989713	ಈ ಶಕ್ತಿ ಉಪಯುಕ್ತ ಯಾಂತ್ರಿಕ ಶಕ್ತಿ ರಾಸಾಯನಿಕ ಶಕ್ತಿಯು ಪರಿವರ್ತಿಸುತ್ತದೆ
knf_01493_01602825417	ಇದಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟ ವಿಷಯಗಳು ಘಟಕಗಳ ಮಾಲೀಕತ್ವ
knf_09123_00674899603	ಈ ಸಮೂಹದಲ್ಲಿರುವ ಹೆಚ್ಚಿನ ದ್ವೀಪಗಳು ಅಂಡಮಾನ್ ಮತ್ತು ನಿಕೋಬಾರ್ ದ್ವೀಪ ಸಮೂಹ ಎಂಬ ಹೆಸರಿನಲ್ಲಿ ಕೇಂದ್ರಾಧೀನ ಪ್ರದೇಶವಾಗಿ ಭಾರತಕ್ಕೆ ಸೇರಿವೆ
knf_06123_01481682419	ವಿಜ್ಞಾನಿಗಳು ಪರಮಾಣು ಮಾಪಕದ ಬಲಗಳ ಮೇಲೆ ಅಪರೂಪವಾಗಿ ಚರ್ಚಿಸಿದ್ದಾರೆ.
knf_00001_01179222703	ಒಣಗಿಸುವ ಪದ್ಧತಿ ಒಂದೊಂದು ದೇಶದಲ್ಲಿ ಒಂದೊಂದು ರೀತಿಯಾಗಿದೆ.
knf_05820_01594382483	ಐಪಿ ಎಂಬುದು ಯಾವುದೇ ಸಂಪರ್ಕರಹಿತ ಶಿಷ್ಟಾಚಾರ ವಾಗಿದೆ.
knf_02173_01051529348	ರಾಂಪ್‌ನಲ್ಲಿ ಹೋಗಿ
knf_03844_01610469805	ಕಪ್ಪೆಯ ಮೊಟ್ಟೆಯ ರಚನೆ ಬಹಳ ಸರಳ.
knf_01493_01124297364	ಪ್ರತಿ ಸರಣಿಯು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರಿಸುಮಾರು 375 ಚದುರ ಮೀಟರ್ ನಷ್ಟಿರುತ್ತದೆ ಮತ್ತು ಉದ್ದದಲ್ಲಿ 58 ಮೀಟರ್ ನಷ್ಟಿರುತ್ತದೆ.
knf_07901_00955924144	ಸೇರಿಸಲಾದ ಗುಪ್ತ ಮಾಹಿತಿಯನ್ನು ವ್ಯಕ್ತಿಗಳ ನಡುವಿನ ಗುಟ್ಟಿನ ಸಂವಹನದ ಒಂದು ಮಾಧ್ಯಮವಾಗಿ ಬಳಸಲೂ ಸಹ ಸಾಧ್ಯವಿದೆ.
knf_05820_00229313110	ಪ್ರಪಂಚದ ಕಾರ್ಮಿಕ ಚಳವಳಿಯ ನಿರ್ದೇಶನದ ಭಾರವನ್ನು ಹೊತ್ತಿದ್ದ ಅದರ ಇಪ್ಪತ್ತನಾಲ್ಕು ವರ್ಷಗಳ ಅವಧಿಯಲ್ಲಿ ಪ್ರಪಂಚದ ಮೂರನೆ ಒಂದು ಭಾಗದಲ್ಲಿ ಸಮಾಜವಾದಪರವಾದ ರಾಷ್ಟ್ರಗಳನ್ನು ನಿರ್ಮಾಣಮಾಡಿದೆ.
knf_00557_01928055025	ಅಂತಹ ಸಂಭವವು ಎದುರಾದಾಗ ಅವರು ‘ದೀಪ-ದೀಪೋಳ್ಗೆ ‘ ಎಂದು ಗಟ್ಟಿಯಾಗಿ ಕೂಗುವುದರ ಮೂಲಕ ಪರಸ್ಪರ ಎಚ್ಚರಿಕೆ ಕೊಟ್ಟುಕೊಂಡು ಬೇರೆ ಬೇರೆ ಹಾದಿ ಹಿಡಿಯುತ್ತಾರೆ.
knf_01796_01702024888	ಹಲವಾರು ಸಂದರ್ಭಗಳಲ್ಲಿ
knf_00254_02089451263	ಈ ನಿದರ್ಶನದಲ್ಲಿ
knf_07598_01838632971	ಚರ್ಮದಮೇಲೆ ಹಾಲು ಬಿದ್ದರೆ ಗಂದೆ ಮತ್ತು ಗುಳ್ಳೆಗಳಾಗುತ್ತದೆ.
knf_02049_00917227154	ಅಮೆರಿಕದ ಮಾಯ ಜನಾಂಗ
knf_00001_01266247744	ಅಲ್ಪಾವಧಿ ಚಲನೆಗಾಗಿ ನೀಡಿರುವ ಒಂದು ನಿರ್ಧಿಷ್ಟ ಅಂಶ
knf_03755_02033396427	ಇಂಥ ಸಂದರ್ಭದಲ್ಲಿ ರಸ್ತೆಯಲ್ಲಿನ ಗುಂಪೊಂದರಿಂದ ಅನಿರೀಕ್ಷಿತ ತೊಡಕು ಸಂಭವಿಸಿ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಸರ್ಕಾರವೇ ಉರುಳಬಹುದು.
knf_06123_01452000902	ನಿಶ್ಚಿತವಾದ ಸಂಸ್ಥೆಗಳಿಗೆ ಸಹಯೋಗದ ಖಾತರಿಯು ಸಿಕ್ಕಿರುವಂತೆ ತೋರುತ್ತದೆ.
knf_08476_01131678339	ಸ್ಕೋರಿಂಗ್ ನೋಡುತ್ತಾರೆ ವಿದ್ಯಾರ್ಥಿಗಳು
knf_00254_00208170744	ಕೋಳಿ ಮೊಟ್ಟೆ,ಮೊಟ್ಟೆಯ ಆಲ್ಬ್ಯೂಮಿನ್ ಚಿಪ್ಪಿನ ಹೊದಿಕೆ ಮತ್ತು ಚಿಪ್ಪುಗಳು.
knf_05820_01071634574	ಕ್ವಾಂಟೀಕರಣದ ನೀರುಗುರುತುಗಳು ಕಡಿಮೆ ಮಟ್ಟದ ಸ್ಫುಟತ್ವಕ್ಕೆ ಎಡೆಕೊಡುತ್ತವೆಯಾದರೂ
knf_02173_01025396821	ನೈಋತ್ಯಕ್ಕೆ ಸಾಗಿ
knf_03467_01429545863	ಭೂಮಿಯ ವಾಯುಮಂಡಲದ ರಕ್ಷಣೆಯಿಲ್ಲದೆಯೇ ಗಗನಯಾತ್ರಿಗಳನ್ನು ಕಾಸ್ಮಿಕ್ ಕಿರಣಗಳ ಏಕಪ್ರಕಾರದ ಪ್ರಸರಣದಿಂದ ಹೊರಬರುವ ಅಧಿಕ ಮಟ್ಟದ ವಿಕಿರಣಕ್ಕೆ ಒಡ್ಡಲಾಗುತ್ತದೆ.
knf_01493_01702891742	ಹಾನಿಕಾರಕ ಮಾರ್ಪಾಡುಗಳನ್ನು ಪತ್ತೆಹಚ್ಚಲು ಅರೆ-ದುರ್ಬಲವಾದ ನೀರುಗುರುತುಗಳನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಬಳಸಲಾಗುತ್ತದೆ.
knf_02173_00057544005	ಆಗ್ನೇಯಕ್ಕೆ ಸಾಗಿ
knf_07901_00355748927	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಗಡಿಪ್ರದೇಶಗಳು ಅಥವಾ ಪ್ರದೇಶಗಳಾದ್ಯಂತ ಹಣದ ಸರಕುಗಳು
knf_02173_01036221791	ಐವತ್ತು ಅಡಿಗಳಲ್ಲಿ
knf_01779_01477642405	ಬಟವಾಡೆ ಮಾಡುವ, ತಾಣದ ಅಂಕೆಗಳನ್ನು ವಿಳಾಸದ ಪ್ರಾಥಮಿಕ ಅಥವಾ ದ್ವಿತೀಯಕ ಸಂಖ್ಯೆಯನ್ನು ಆಧರಿಸಿ ಲೆಕ್ಕಾಚಾರ ಹಾಕಲಾಗುತ್ತದೆ.
knf_02049_00760737586	ಅಂಜು
knf_00254_01434525535	ಇದರಿಂದಾಗಿ ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್ ಅನ್ನು ಬಾಹ್ಯಾಕಾಶ ಪರಿಶೋಧನೆಯ ನಾಯಕನೆಂದು ಪರಿಗಣಿಸುತ್ತಿದ್ದ ಪ್ರಪಂಚದಲ್ಲಿರುವ ವಿಭಿನ್ನ ರಾಷ್ಟ್ರಗಳು ಅದರ ಮೇಲೆ ನಂಬಿಕೆಯನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತವೆ.
knf_03755_01988853864	ನ್ಯಾಯಾಲಯದ ಕಾರ್ಯವ್ಯಾಪ್ತಿಯ ಪರಿಗಣಿಸಿ ಪ್ರತಿಕಕ್ಷಿಗಾರರು ತಮ್ಮ ದೂರನ್ನು ಸಲ್ಲಿಸುತ್ತಾರೆ
knf_05550_00862960840	ಅಲ್ಲದೇ 1996 ರ ದೆಹಲಿ ಕಿರಿಯರ ಏಷ್ಯನ್ ಚ್ಯಾಂಪಿಯನ್ಷಿಪ್ ನಲ್ಲಿ ಲಾಂಗ್ ಜಂಪ್ ಪದಕ ಗೆದ್ದರು.
knf_01493_00453384919	ಅಮೇರಿಕನ್ನರು ಹಾಗೂ ವಿದೇಶೀಯರ ನಡುವಿನ ಕರೆಗಳು ಈ ಚರ್ಚೆಯ ಕೇಂದ್ರಬಿಂದು.
knf_03271_01236522598	ಅಕ್ಟೋಬರ್ ತಿಂಗಳ ಅನಂತರ ಗೊಬ್ಬರ ಹಾಕಬಾರದು.
knf_09696_00050611009	ಒಂದು ರಾಜಕೀಯ ಅಭದ್ರತೆ ಮತ್ತು ಅಡಚಣೆಗಳ ನಿವಾರಣೆಗೆ ರಚನಾತ್ಮಕ ಮಾರ್ಗಗಳಿಲ್ಲದಿರುವುದು.
knf_09696_01490590878	ಅಂತಃಕರಣ, ಸಾಂಖ್ಯದರ್ಶನದ ಒಂದು ಮುಖ್ಯ ಪಾರಿಭಾಷಿಕ ಪದ.
knf_00557_00194657426	ಕೆಲವು ಸಾರಿ ಅದರ ಸುತ್ತಲೂ ರಕ್ಷಣೆಗಾಗಿ ಸ್ರವಿಸಿದ ಇತರ ರಚನೆಗಳೂ ಇರಬಹುದು.
knf_09696_00280691358	ವಾಯು ನಿತ್ಯವೂ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತಾನೆ.
knf_01493_01820435505	ಬ್ಯಾಂಕುಗಳು
knf_01493_01949098428	ಆದರೆ ಆರ್ಥಿಕ ಅಥವಾ ಇತರ ಕಾರಣಗಳಿಗಾಗಿ ಜನರ ವಿದೇಶ ಸಂಚಾರ ಬಹುಮಟ್ಟಿಗೆ ಹೆಚ್ಚಿದೆ.
knf_00254_00921572827	ಜೊತೆಗೆ ವೃತ್ತಿ ಆಧಾರಿತ ಪದವಿಗೆ ಮಾರ್ಗದರ್ಶನ ಮಾಡಿಕೊಡುವ ಪದವಿ ಶಿಕ್ಷಣ ಒದಗಿಸುತ್ತದೆ.
knf_01493_00889659105	ಇಂತಹ ಆದೇಶಗಳು ನ್ಯಾಯಿಕ ನಿಯಮಾವಳಿಗಳು ಸಂಬಂಧಪಟ್ಟಂತೆ ಯುನೈಟೈಡ್ ಸ್ಟೇಟ್ಸ್ ಕಾನೂನುಗಳ ಪ್ರತಿಬಂಧಕಗಳಿಗೆ ಲಗತ್ತಾಗಿರುತ್ತವೆ.
knf_01493_01545139621	ಅಂಡಾಶಯ ಹೆಣ್ಣು ಪ್ರಾಣಿಗಳಲ್ಲಿ ಅಂಡಗಳಿಗೆ ಜನ್ಮ ನೀಡುವ ಗ್ರಂಥಿಗಳಿರುವ ಜನನಾಂಗ.
knf_01493_00824566075	ಜರಾಯುಜಗಳಲ್ಲಿ ಬೆಳೆಯುವ ಭ್ರೂಣ ತನಗೆ ಬೇಕಾದ ಆಹಾರ ಮತ್ತು ಆಮ್ಲಜನಕವನ್ನು ತಾಯಿಯ ರಕ್ತದಿಂದ ಪಡೆಯುತ್ತದೆ.
knf_09123_01426288222	ಅಂತಸ್ಥ ಶಕ್ತಿಯು ತನ್ನ ವ್ಯವಸ್ಥೆಯ ಸಂಬಂಧಿತ ಅಂಗಗಳ ಸ್ಥಿತಿಯ ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿರುತ್ತದೆ
knf_03467_01155536309	ಏಕೆಂದರೆ ಈ ವ್ಯಾಪಾರಿ ಪೇಟೆಯ ಪ್ರವೃತ್ತಿಗೆ ವಿರುದ್ಧವಾದ ದಿಕ್ಕಿನಲ್ಲಿ ಕೇವಲ ಮೂರನೆಯ ಒಂದು ಭಾಗದಷ್ಟು ಕಾಲದಲ್ಲಿ ಮಾತ್ರ ವ್ಯವಹರಿಸುತ್ತಾನೆ.
knf_03755_00304294620	ತಾಲ್ಲೂಕಿನಲ್ಲಿ 86 ಗ್ರಾಮಗಳಿವೆ.
knf_00557_01013336620	ಅಂತರ್ಜಾಲಗಳು ಬಳಕೆದಾರರಿಗೆ ಗುರುತಿಸಲು ಹಾಗು ಮಾಹಿತಿಯನ್ನು ಶೀಘ್ರದಲ್ಲಿ ಸಂಗ್ರಹಿಸಲು ಸಹಾಯಮಾಡುತ್ತವೆ.
knf_01779_02006639329	ಪುರಾಣಗಳಲ್ಲಿ ಬ್ರಹ್ಮನೇ ಆಯುರ್ವೇದಕ್ಕೆ ಮೂಲ ಎಂದಿದೆ.
knf_01493_01224200539	ಆದರೂ
knf_05550_00714363917	ಇವನ ರೂಪ ಕಾಣಿಸದು.
knf_03844_00193004893	ಈ ನಾಲ್ಕು ವಿಧದ ಹಣ್ಣುಗಳಲ್ಲಿ ಸ್ಮಿರ್ನ ಅಂಜೂರವನ್ನು ಯೂರೋಪು ಮತ್ತು ಅಮೆರಿಕ ದೇಶಗಳಲ್ಲಿ ಯಥೇಚ್ಛವಾಗಿ ಬೆಳೆಯುತ್ತಾರೆ.
knf_05820_02007961085	ಅಲ್ಲದೆ
knf_03755_00763953419	ಇದುವರೆಗೂ ಬೇರೆ ಭಾಷೆಯೊಂದಿಗೆ ಇದರ ಸಂಬಂಧವನ್ನು ಕಲ್ಪಿಸುವುದು ಸಾಧ್ಯವಾಗಿಲ್ಲ.
knf_02049_00240413425	ಒಂದು ವೇಳೆ ರವಾನೆಯ ಅವಧಿಯಲ್ಲಿ ಸಂಕೇತವು ಮಾರ್ಪಾಡಿಗೆ ಒಳಗಾಗದೇ ಉಳಿದಿದ್ದಲ್ಲಿ
knf_03755_00107892176	ಶರೀರವಿಜ್ಞಾನದಲ್ಲಿ ಪ್ರತ್ಯಕ್ಷ ನೋಡಿ ಅರ್ಥ ಮಾಡಿಕೊಂಡವನೇ ವಿಶಾರದ, ನೋಡಿ ಕೇಳಿದ್ದರಿಂದ ಸಂದೇಹ ಕಳೆಯುತ್ತದೆ.
knf_03755_01801206784	ಇದು ಭೂಮಿಯ ಮೇಲೆ ಬಳಸಲಾಗುವ ವಿಧಾನಗಳನ್ನು ಉತ್ತಮಗೊಳಿಸುವ ಮೂಲಕ ಆರ್ಥಿಕ ಅನುಕೂಲತೆಗಳನ್ನು ಪಡೆಯುವ ಗುರಿ ಹೊಂದಿದೆ.
knf_07901_00046305290	ಇವುಗಳಲ್ಲದೆ ಸಿಟ್ರಿಕ್ ಮತ್ತು ಅಸಿಟಿಕ್ ಆಮ್ಲಗಳೂ ಇರುತ್ತವೆ.
knf_00001_01643233488	ಕೃಷಿಯು ಗ್ರಾಮದ ಪ್ರಮುಖ ಉದ್ಯೋಗವಾಗಿದೆ.
knf_00254_00233549501	ಅಂತರ್ಬೋಧೆ ಈ ವಿಶ್ವದ ಎಲ್ಲ ಮಹತ್ವಪುರ್ಣ ಜ್ಞಾನದ ಮೂಲವಾಗಿದೆ
knf_07901_00359386162	ಸನಾತನ ಪದ್ಧತಿಯಲ್ಲಿ ಪ್ರಾಣಿಯಾಗಗಳು ನೆಡೆಯುತ್ತಿದವು
knf_01796_02074297736	ಈ ಮೇಲ್ಕಂಡ ಅಂಶಗಳಿಂದ ತಿಳಿದು ಬರುವುದೇನೆಂದರೆ ಪ್ರಪಂಚದ ಯಾವುದೇ ದೇಶವು ಸಂಪೂರ್ಣವಾಗಿ ಸ್ವಾವಲಂಬಿಯಾಗಿಲ್ಲ.
knf_03574_01951820811	ಧಮನಿ
knf_03467_00130752669	ಸಾಮಾನ್ಯವಾಗಿ ಒಂದು ವಸ್ತುವನ್ನು ಎತ್ತಿದಾಗ ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗ ಕಾರ್ಯಮಾಡಲಾರಂಭಿಸಿ ಅದು ಮತ್ತೆ ಮೊದಲಿನ ಸ್ಥಾನಕ್ಕೆ ತರಲು ಪ್ರಯತ್ನಿಸುತ್ತದೆ.
knf_09123_01985337300	ಇದ್ದುವು ಎಂದೇ ಹೇಳಬಹುದು
knf_00254_01889409121	ವ್ಯಾಪಾರ ಸಂಸ್ಥೆಗಳು ಖಾಸಗಿ ಸಂದೇಶಗಳನ್ನು ಸಾರ್ವಜನಿಕ ನೆಟ್ವರ್ಕ್ ಮೂಲಕ ರವಾನಿಸುತ್ತದೆ
knf_03467_01395897900	ಪೇಶಿಗಳು ಐನೂರು
knf_00001_00960054434	ಸೈನ್ಯಬಲದ ಪ್ರಯೋಗದ ಕುರಿತು ನ್ಯಾಯಾಲಯವು ತನ್ನ ಕಾರ್ಯಕ್ಷೇತ್ರವನ್ನು ಪರಿಗಣಿಸಿ ಪ್ರಕರಣಗಳ ಕೈಗೆತ್ತಿಕೊಳ್ಳುತ್ತದೆ.
knf_09696_00773905938	ಈ ವಲಯದಲ್ಲಿ ಶಿಲೆಗಳು ಮತ್ತು ಮಣ್ಣು ಸಂತೃಪ್ತವಾಗಿರುತ್ತವೆ.
knf_09123_01417917018	ಇದರಲ್ಲಿ ಕಂಡುಬರುವ ಗಣಿತದ ಮಟ್ಟವೂ ಸ್ವರೂಪವೂ ಆಶ್ಚರ್ಯಕರವಾಗಿದೆ
knf_03755_00770318999	ಚರಕಸಂಹಿತೆಯಲ್ಲಿ ಅಂಗರಚನಾವಿಜ್ಞಾನಶಾಸ್ತ್ರ ಉಪಯೋಗಿಸಲಾಗಿದೆ
knf_07901_00799372940	ಇದು ಜತೆಯಾಗಿ ತಂಡದಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸಲು ಅನುಕೂಲ ಮಾಡಿಕೊಡುತ್ತದೆ.
knf_03755_01691638873	ಅಲ್ಲದೇ ಪ್ರಯೋಗಗಳನ್ನು ಮಾರ್ಪಡಿಸಬಹುದು ಅಥವಾ ಹೊಸದನ್ನು ಆರಂಭಿಸಬಹುದು.
knf_01493_00577584603	ಸಿಬ್ಬಂದಿ ಸದಸ್ಯ ಅವುಗಳೊಳಗಿರುವ ಹಗ್ಗದಂತಹ ನಿದ್ರಾ ಬ್ಯಾಗ್ ನಲ್ಲಿ ಮಲಗಬಹುದು.
knf_09123_00225042275	ವ್ಯತಿರಿಕ್ತ ಪರಿಸ್ಥಿತಿಯ ಸಂದರ್ಭದಲ್ಲಿ ಇದು ಬೆಳಕಿನ ಕಡೆ ಸರಿದಂತೆಲ್ಲ ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಆಕಾಶದಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತದೆ
knf_06123_00358127807	ಸತ್ತ್ವಗುಂದಿಸಿದ ಪ್ರಾಣಿಗಳಲ್ಲಿನ ಅವುಗಳ ಕಾರ್ಯಚಟುವಟಿಕೆಯನ್ನು ವೃಷಣಗಳ ಸಾರಸತ್ವವು ಬದಲಿಸಬಲ್ಲದು
knf_09696_01731454468	ಆಗಾಗ ತನ್ನ ಪ್ರಜ್ಞಾವ್ಯಾಪಾರದ ವಿಚಾರವಾಗಿ ಆತ ಸ್ವಲ್ಪ ವಿವರಣೆ ಕೊಡಬಲ್ಲನೆಂಬುದು ಸರ್ವವೇದ್ಯ.
knf_01796_00381278609	ಅದಲ್ಲದೇ ವಿಶ್ವಸನೀಯವಾಗಿದ್ದರೂ
knf_09696_00303986951	ಸಂಪರ್ಕ, ಸಂವಹನದ ದೃಷ್ಟಿಕೋನ
knf_05550_02081903142	ಏಕೆಂದರೆ ಸ್ವತ್ತಿನ ಮುಖಬೆಲೆಗಳನ್ನು ತಗ್ಗಿಸುವುದು ಅವುಗಳಿಗೆ ಇಷ್ಟವಿರುವುದಿಲ್ಲ.
knf_03467_00770469509	ಅಂತರವಲೋಕನದ ವಿರುದ್ಧವಾಗಿ ಅನೇಕ ಆಕ್ಷೇಪಣೆಗಳನ್ನು ಮನೋವಿಜ್ಞಾನದ ವಿವಿಧ ಪಂಥಗಳ ಅನುಯಾಯಿಗಳು ಎತ್ತಿದರು.
knf_01493_02070249990	ವಿದ್ಯುತ್ತು ಹರಿಯದಂತೆ ಮಾಡುವ ಅವಾಹಕ ಪಟ್ಟಿಗಳ ತಯಾರಿಕೆಗೆ
knf_02049_00338202775	ಶೀತಲ ಸಮರಕ್ಕೆ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿ ದಿ ನ್ಯಾಷನಲ್ ಏರೋನಾಟಿಕ್ಸ್ ಅಂಡ್ ಸ್ಪೇಸ್ ಅಡ್ಮಿನಿಸ್ಸ್ಟ್ರೆಶನ್ ೧೯೫೮ರಲ್ಲಿ ಸ್ಥಾಪನೆಯಾಯಿತು.
knf_02173_00674825092	ರಾಂಪ್‌ನಲ್ಲಿ ಸ್ವಲ್ಪ ಎಡಕ್ಕೆ
knf_01493_00260766796	ಇಂಥ ಪೀಪಾಯಿಗಳು ಒಂದಕ್ಕಿಂತ ಜಾಸ್ತಿ ಇದ್ದು ಒಂದು ಕಡೆಯಿಂದ ಇನ್ನೊಂದು ಕಡೆಗೆ ಚಲಿಸುತ್ತಿರುತ್ತವೆ.
knf_05820_02142617053	ನವಕರ್ನಾಟಕ ಪಬ್ಲಿಷರ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್.
knf_05550_00912564766	ಇದರ ಸುತ್ತಲೂ ವಿಟಲೈನ್ ಪೊರೆಯಿದೆ.
knf_00254_01460188975	ಈ ಬಗೆಯ ಸಂಪುಟದ ಮೇಲ್ಭಾಗ ತೆರೆದಿದ್ದು ತಳಭಾಗ ಮುಚ್ಚಿರುತ್ತದೆ.
knf_02173_00959165063	ಎರಡು ಕಿಲೋಮೀಟರ್‌ಗಳಲ್ಲಿ
knf_06123_00181573630	ರಿಸೆರ್ವೆಶನ್ಸ್ ಇನ್ ಯುನಿಲಾಟರಲ್ ಡಿಕ್ಲರೇಶನ್ಸ್ ಅಕ್ಸೆಪ್ಟಿಗ್ ದ ಕಂಪಲ್ಸರಿ ಜೂರಿಸ್ಡಿಕಶನ್ ಅಫ್ ದಿ ಇಂಟರ್‌ನ್ಯಾಶನಲ್ ಕೋರ್ಟ್ ಅಫ್ ಜಸ್ಟೈಐಸ್ಲ್ ಲೆಅಡನ್:ಮಾರ್ಟಿನಸ್ ನಿಝೊಫ್ಫ್ ಸಾವಿರದ ಒಂಬೈನೂರ ತೊಂಬತೈದು..
knf_05550_01662909853	ಸತ್ಯ ವಿಶ್ವೈಕ್ಯವಾದುದೇ ಅಥವಾ ವಿಶ್ವಾತೀತವಾದುದೇ.
knf_03755_00335204538	ಹಿಂದಿನ ಸಿದ್ಧಾಂತಗಳು ಹೇಳಿದಂತೆ
knf_03755_00493120096	ಮೇಜಿನ ಮೇಲಿರುವ ಪುಸ್ತಕ
knf_09123_00681683082	ಕೆಲವೊಂದು ವಿಧವಾದ ಉದಾಹರಣೆಗೆ ಬೀಟಾ ನಶಿಸುವಿಕೆಯಂತಹ ವಿಕಿರಣಶೀಲ ನಶಿಸುವಿಕೆಗೆ ದುರ್ಬಲ ಅಣು ಬಲವು ಅಂತಸ್ಥಶಕ್ತಿ ಒದಗಿಸುತ್ತದೆ
knf_00557_00996101671	ಮುಂದುವರಿಯುತ್ತಿರುವ ಮತ್ತು ಹಿಂದುಳಿದ ರಾಷ್ಟ್ರಗಳ ಅಭಿವೃದ್ಧಿಯಾಗುತ್ತದೆ.
knf_09696_01231078726	ಹಾಡುಗಾರರು ನಾಲ್ಕು ಮಂದಿ ಇರುತ್ತಾರೆ
knf_08476_01336267692	ಕಾಗದದ ಎಲೆಯ ಅಲಂಕರಣ ಕಾರ್ಯಗಳನ್ನು ನಿರ್ಮಿಸಿದ ಇಪ್ಪತ್ತನೇ ಶತಮಾನದ ಕಲಾವಿದರು
knf_08476_00245195432	ಇನ್ನೂ ಹೆಚ್ಚಾಗಿ
knf_07598_01456782929	ಈ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ಅಂಗಸಂಸ್ಥೆಗಳೆಲ್ಲವೂ ರಷ್ಯದ ಸಮಾಜವಾದಿ ಪಕ್ಷದ ರೀತಿಯಲ್ಲಿ ರಚಿತವಾದುವುಗಳಲ್ಲ
knf_02049_00955048491	ಈ ತಂತ್ರಜ್ಞದ ಪ್ರಾಥಮಿಕ ಲಾಭಗಳಲ್ಲಿ ಅದರ ಸರಳತೆ ಹಾಗೂ ಪರಿವರ್ತನೆಯ ಸರಾಗತೆ ಒಳಗೊಂಡಿವೆ.
knf_08476_01497677191	ಇದನ್ನು ಸಂಖ್ಯೆಗಳ ದತ್ತಸಂಚಯವನ್ನು ನಿರ್ವಹಿಸಿಕೊಂಡು ಬರುವ ಮೂಲಕ ಸಾಧಿಸಬಹುದು
knf_01493_00304748621	ಮುಂದೆ ಅವರು ಬೇಲೂರಿಗೆ ಹೋದುದರಿಂದ ಇದರ ಬಗ್ಗೆ ಗಮನ ಕಡಿಮೆಯಾಗಿತ್ತು.
knf_00254_01680897727	ಏಕೆಂದರೆ ಒತ್ತಡಕ್ಕೇರಿಸಲಾದ ಘಟಕಗಳನ್ನು ಅವು ತೂತು ಮಾಡಬಲ್ಲವು.
knf_02049_00807226033	ಏಕಸ್ವಾಮ್ಯವುಳ್ಳ ಉದ್ಯಮಿಗಳು ಉದ್ದೇಶಿಸುವಂತೆ ಪೈಪೋಟಿ ಇರುವಲ್ಲಿ ಹೊಸ ಉದ್ಯಮಿಗಳ ಪ್ರವೇಶದಿಂದ ಮತ್ತು ಉತ್ಪಾದನೆ ಹೆಚ್ಚುವುದರಿಂದ ಬೆಲೆಗಳು ಇಳಿದು ಲಾಭಗಳಿಕೆ ಕಡಿಮೆಯಾಗುವುದನ್ನು ತಡೆಯುವುದು.
knf_01493_00982213877	ಇದು ನಿಲ್ದಾಣದ ಸ್ಟಾರ್ ಬೋರ್ಡ್ ನ ಬದಿಯಲ್ಲಿ ಸರಣಿಗಳನ್ನು ಸುತ್ತಿಸುತ್ತದೆ.
knf_00001_01214175086	ಅಂತರ್ಜಾಲದ ಬಳಕೆದಾರ
knf_09123_01466762634	ಅನಂತರ ಬಂದ ಮೆಸಿಡೋನಿಯನ್ನರೂ ಅಲ್ಪಪ್ರಮಾಣದಲ್ಲಿ ಈ ವ್ಯವಸ್ಥೆಯನ್ನಿಟ್ಟುಕೊಂಡಿದ್ದರು
